Similarity_threshold,Similarity,baseline_affected,parameter_count,baseline_all
22.5,0.5058823529411764,0.0,86.0,0.5997
22.6,0.5058823529411764,0.0,86.0,0.5997
22.7,0.5058823529411764,0.0,86.0,0.5997
22.8,0.5058823529411764,0.0,86.0,0.5997
22.9,0.5294117647058824,0.0,86.0,0.5997
23.0,0.5294117647058824,0.0,86.0,0.5997
23.1,0.5294117647058824,0.0,86.0,0.5997
23.2,0.5294117647058824,0.0,86.0,0.5997
23.3,0.5357142857142857,0.0,85.0,0.5997
23.4,0.5357142857142857,0.0,85.0,0.5997
23.5,0.5357142857142857,0.0,85.0,0.5997
23.6,0.5357142857142857,0.0,85.0,0.5997
23.7,0.5357142857142857,0.0,85.0,0.5997
23.8,0.5357142857142857,0.0,85.0,0.5997
23.9,0.5357142857142857,0.0,85.0,0.5997
24.0,0.5357142857142857,0.0,85.0,0.5997
24.1,0.5357142857142857,0.0,85.0,0.5997
24.2,0.5357142857142857,0.0,85.0,0.5997
24.3,0.5357142857142857,0.0,85.0,0.5997
24.4,0.5357142857142857,0.0,85.0,0.5997
24.5,0.5301204819277109,0.0,84.0,0.5997
24.6,0.5301204819277109,0.0,84.0,0.5997
24.7,0.5301204819277109,0.0,83.0,0.5997
24.8,0.5301204819277109,0.0,83.0,0.5997
24.9,0.5301204819277109,0.0,83.0,0.5997
25.0,0.5301204819277109,0.0,83.0,0.5997
25.1,0.5301204819277109,0.0,83.0,0.5997
25.2,0.5301204819277109,0.0,83.0,0.5997
25.3,0.524390243902439,0.0,82.0,0.5997
25.4,0.524390243902439,0.0,82.0,0.5997
25.5,0.524390243902439,0.0,82.0,0.5997
25.6,0.524390243902439,0.0,82.0,0.5997
25.7,0.524390243902439,0.0,82.0,0.5997
25.8,0.524390243902439,0.0,82.0,0.5997
25.9,0.524390243902439,0.0,82.0,0.5997
26.0,0.524390243902439,0.0,82.0,0.5997
26.1,0.524390243902439,0.0,82.0,0.5997
26.2,0.524390243902439,0.0,82.0,0.5997
26.3,0.524390243902439,0.0,82.0,0.5997
26.4,0.5185185185185185,0.0,81.0,0.5997
26.5,0.5185185185185185,0.0,81.0,0.5997
26.6,0.5185185185185185,0.0,81.0,0.5997
26.7,0.5185185185185185,0.0,81.0,0.5997
26.8,0.5185185185185185,0.0,81.0,0.5997
26.9,0.5185185185185185,0.0,81.0,0.5997
27.0,0.5185185185185185,0.0,81.0,0.5997
27.1,0.5185185185185185,0.0,81.0,0.5997
27.2,0.5185185185185185,0.0,81.0,0.5997
27.3,0.5185185185185185,0.0,81.0,0.5997
27.4,0.5125,0.0,80.0,0.5997
27.5,0.5125,0.0,80.0,0.5997
27.6,0.5125,0.0,80.0,0.5997
27.7,0.5063291139240507,0.0,79.0,0.5997
27.8,0.5063291139240507,0.0,79.0,0.5997
27.9,0.5063291139240507,0.0,79.0,0.5997
28.0,0.5063291139240507,0.0,79.0,0.5997
28.1,0.5063291139240507,0.0,79.0,0.5997
28.2,0.5063291139240507,0.0,79.0,0.5997
28.3,0.5063291139240507,0.0,79.0,0.5997
28.4,0.5,0.0,78.0,0.5997
28.5,0.5,0.0,78.0,0.5997
28.6,0.4868421052631579,0.0,76.0,0.5997
28.7,0.4868421052631579,0.0,76.0,0.5997
28.8,0.4868421052631579,0.0,76.0,0.5997
28.9,0.4868421052631579,0.0,76.0,0.5997
29.0,0.4868421052631579,0.0,76.0,0.5997
29.1,0.4868421052631579,0.0,76.0,0.5997
29.2,0.4868421052631579,0.0,76.0,0.5997
29.3,0.4868421052631579,0.0,76.0,0.5997
29.4,0.4868421052631579,0.0,76.0,0.5997
29.5,0.4868421052631579,0.0,76.0,0.5997
29.6,0.4868421052631579,0.0,76.0,0.5997
29.7,0.4868421052631579,0.0,76.0,0.5997
29.8,0.4868421052631579,0.0,76.0,0.5997
29.9,0.4868421052631579,0.0,76.0,0.5997
30.0,0.4868421052631579,0.0,76.0,0.5997
30.1,0.4868421052631579,0.0,76.0,0.5997
30.2,0.4868421052631579,0.0,76.0,0.5997
30.3,0.4868421052631579,0.0,76.0,0.5997
30.4,0.4868421052631579,0.0,76.0,0.5997
30.5,0.4868421052631579,0.0,76.0,0.5997
30.6,0.4868421052631579,0.0,76.0,0.5997
30.7,0.4868421052631579,0.0,76.0,0.5997
30.8,0.4868421052631579,0.0,76.0,0.5997
30.9,0.4868421052631579,0.0,76.0,0.5997
31.0,0.4868421052631579,0.0,76.0,0.5997
31.1,0.4868421052631579,0.0,76.0,0.5997
31.2,0.4868421052631579,0.0,76.0,0.5997
31.3,0.4868421052631579,0.0,76.0,0.5997
31.4,0.4868421052631579,0.0,76.0,0.5997
31.5,0.4868421052631579,0.0,76.0,0.5997
31.6,0.4868421052631579,0.0,76.0,0.5997
31.7,0.4868421052631579,0.0,76.0,0.5997
31.8,0.4868421052631579,0.0,76.0,0.5997
31.9,0.4868421052631579,0.0,76.0,0.5997
32.0,0.4868421052631579,0.0,76.0,0.5997
32.1,0.4868421052631579,0.0,76.0,0.5997
32.2,0.4868421052631579,0.0,76.0,0.5997
32.3,0.4868421052631579,0.0,76.0,0.5997
32.4,0.4868421052631579,0.0,76.0,0.5997
32.5,0.4868421052631579,0.0,76.0,0.5997
32.6,0.4868421052631579,0.0,76.0,0.5997
32.7,0.4868421052631579,0.0,76.0,0.5997
32.8,0.4868421052631579,0.0,76.0,0.5997
32.9,0.4868421052631579,0.0,76.0,0.5997
33.0,0.4868421052631579,0.0,76.0,0.5997
33.1,0.4868421052631579,0.0,76.0,0.5997
33.2,0.4868421052631579,0.0,76.0,0.5997
33.3,0.4868421052631579,0.0,76.0,0.5997
33.4,0.4868421052631579,0.0,76.0,0.5997
33.5,0.4868421052631579,0.0,76.0,0.5997
33.6,0.4868421052631579,0.0,76.0,0.5997
33.7,0.4868421052631579,0.0,76.0,0.5997
33.8,0.4868421052631579,0.0,76.0,0.5997
33.9,0.4868421052631579,0.0,76.0,0.5997
34.0,0.4868421052631579,0.0,76.0,0.5997
34.1,0.4868421052631579,0.0,76.0,0.5997
34.2,0.4868421052631579,0.0,76.0,0.5997
34.3,0.4868421052631579,0.0,76.0,0.5997
34.4,0.4868421052631579,0.0,76.0,0.5997
34.5,0.4868421052631579,0.0,76.0,0.5997
34.6,0.4868421052631579,0.0,76.0,0.5997
34.7,0.4868421052631579,0.0,76.0,0.5997
34.8,0.4868421052631579,0.0,76.0,0.5997
34.9,0.4868421052631579,0.0,76.0,0.5997
35.0,0.4868421052631579,0.0,76.0,0.5997
35.1,0.4868421052631579,0.0,76.0,0.5997
35.2,0.4868421052631579,0.0,76.0,0.5997
35.3,0.48,0.0,75.0,0.5997
35.4,0.48,0.0,75.0,0.5997
35.5,0.48,0.0,75.0,0.5997
35.6,0.48,0.0,75.0,0.5997
35.7,0.48,0.0,75.0,0.5997
35.8,0.48,0.0,75.0,0.5997
35.9,0.48,0.0,75.0,0.5997
36.0,0.48,0.0,75.0,0.5997
36.1,0.48,0.0,75.0,0.5997
36.2,0.48,0.0,75.0,0.5997
36.3,0.48,0.0,75.0,0.5997
36.4,0.48,0.0,75.0,0.5997
36.5,0.48,0.0,75.0,0.5997
36.6,0.48,0.0,75.0,0.5997
36.7,0.48,0.0,75.0,0.5997
36.8,0.48,0.0,75.0,0.5997
36.9,0.48,0.0,75.0,0.5997
37.0,0.48,0.0,75.0,0.5997
37.1,0.48,0.0,75.0,0.5997
37.2,0.48,0.0,75.0,0.5997
37.3,0.48,0.0,75.0,0.5997
37.4,0.48,0.0,75.0,0.5997
37.5,0.48,0.0,75.0,0.5997
37.6,0.48,0.0,75.0,0.5997
37.7,0.48,0.0,75.0,0.5997
37.8,0.48,0.0,75.0,0.5997
37.9,0.48,0.0,75.0,0.5997
38.0,0.48,0.0,75.0,0.5997
38.1,0.48,0.0,75.0,0.5997
38.2,0.48,0.0,75.0,0.5997
38.3,0.48,0.0,75.0,0.5997
38.4,0.48,0.0,75.0,0.5997
38.5,0.48,0.0,75.0,0.5997
38.6,0.48,0.0,75.0,0.5997
38.7,0.48,0.0,75.0,0.5997
38.8,0.48,0.0,75.0,0.5997
38.9,0.48,0.0,75.0,0.5997
39.0,0.48,0.0,75.0,0.5997
39.1,0.48,0.0,75.0,0.5997
39.2,0.48,0.0,75.0,0.5997
39.3,0.48,0.0,75.0,0.5997
39.4,0.48,0.0,75.0,0.5997
39.5,0.48,0.0,75.0,0.5997
39.6,0.48,0.0,75.0,0.5997
39.7,0.48,0.0,75.0,0.5997
39.8,0.48,0.0,75.0,0.5997
39.9,0.48,0.0,75.0,0.5997
40.0,0.48,0.0,75.0,0.5997
40.1,0.48,0.0,75.0,0.5997
40.2,0.48,0.0,75.0,0.5997
40.3,0.48,0.0,75.0,0.5997
40.4,0.48,0.0,75.0,0.5997
40.5,0.48,0.0,75.0,0.5997
40.6,0.48,0.0,75.0,0.5997
40.7,0.48,0.0,75.0,0.5997
40.8,0.48,0.0,75.0,0.5997
40.9,0.48,0.0,75.0,0.5997
41.0,0.48,0.0,75.0,0.5997
41.1,0.48,0.0,75.0,0.5997
41.2,0.48,0.0,75.0,0.5997
41.3,0.48,0.0,75.0,0.5997
41.4,0.48,0.0,75.0,0.5997
41.5,0.48,0.0,75.0,0.5997
41.6,0.48,0.0,75.0,0.5997
41.7,0.48,0.0,75.0,0.5997
41.8,0.48,0.0,75.0,0.5997
41.9,0.48,0.0,75.0,0.5997
42.0,0.48,0.0,75.0,0.5997
42.1,0.48,0.0,75.0,0.5997
42.2,0.48,0.0,75.0,0.5997
42.3,0.48,0.0,75.0,0.5997
42.4,0.48,0.0,75.0,0.5997
42.5,0.48,0.0,75.0,0.5997
42.6,0.48,0.0,75.0,0.5997
42.7,0.48,0.0,75.0,0.5997
42.8,0.48,0.0,75.0,0.5997
42.9,0.48,0.0,75.0,0.5997
43.0,0.48,0.0,75.0,0.5997
43.1,0.48,0.0,75.0,0.5997
43.2,0.48,0.0,75.0,0.5997
43.3,0.48,0.0,75.0,0.5997
43.4,0.48,0.0,75.0,0.5997
43.5,0.48,0.0,75.0,0.5997
43.6,0.48,0.0,75.0,0.5997
43.7,0.48,0.0,75.0,0.5997
43.8,0.48,0.0,75.0,0.5997
43.9,0.48,0.0,75.0,0.5997
44.0,0.48,0.0,75.0,0.5997
44.1,0.48,0.0,75.0,0.5997
44.2,0.48,0.0,75.0,0.5997
44.3,0.48,0.0,75.0,0.5997
44.4,0.48,0.0,75.0,0.5997
44.5,0.48,0.0,75.0,0.5997
44.6,0.48,0.0,75.0,0.5997
44.7,0.48,0.0,75.0,0.5997
44.8,0.48,0.0,75.0,0.5997
44.9,0.48,0.0,75.0,0.5997
45.0,0.48,0.0,75.0,0.5997
45.1,0.48,0.0,75.0,0.5997
45.2,0.48,0.0,75.0,0.5997
45.3,0.48,0.0,75.0,0.5997
45.4,0.48,0.0,75.0,0.5997
45.5,0.48,0.0,75.0,0.5997
45.6,0.48,0.0,75.0,0.5997
45.7,0.48,0.0,75.0,0.5997
45.8,0.48,0.0,75.0,0.5997
45.9,0.48,0.0,75.0,0.5997
46.0,0.48,0.0,75.0,0.5997
46.1,0.48,0.0,75.0,0.5997
46.2,0.48,0.0,75.0,0.5997
46.3,0.48,0.0,75.0,0.5997
46.4,0.48,0.0,75.0,0.5997
46.5,0.48,0.0,75.0,0.5997
46.6,0.48,0.0,75.0,0.5997
46.7,0.48,0.0,75.0,0.5997
46.8,0.48,0.0,75.0,0.5997
46.9,0.48,0.0,75.0,0.5997
47.0,0.48,0.0,75.0,0.5997
47.1,0.48,0.0,75.0,0.5997
47.2,0.48,0.0,75.0,0.5997
47.3,0.48,0.0,75.0,0.5997
47.4,0.48,0.0,75.0,0.5997
47.5,0.48,0.0,75.0,0.5997
47.6,0.48,0.0,75.0,0.5997
47.7,0.48,0.0,75.0,0.5997
47.8,0.48,0.0,75.0,0.5997
47.9,0.48,0.0,75.0,0.5997
48.0,0.48,0.0,75.0,0.5997
48.1,0.48,0.0,75.0,0.5997
48.2,0.48,0.0,75.0,0.5997
48.3,0.48,0.0,75.0,0.5997
48.4,0.48,0.0,75.0,0.5997
48.5,0.48,0.0,75.0,0.5997
48.6,0.48,0.0,75.0,0.5997
48.7,0.48,0.0,75.0,0.5997
48.8,0.48,0.0,75.0,0.5997
48.9,0.48,0.0,75.0,0.5997
49.0,0.48,0.0,75.0,0.5997
49.1,0.48,0.0,75.0,0.5997
49.2,0.48,0.0,75.0,0.5997
49.3,0.48,0.0,75.0,0.5997
49.4,0.48,0.0,75.0,0.5997
49.5,0.48,0.0,75.0,0.5997
49.6,0.48,0.0,75.0,0.5997
49.7,0.48,0.0,75.0,0.5997
49.8,0.48,0.0,75.0,0.5997
49.9,0.48,0.0,75.0,0.5997
50.0,0.48,0.0,75.0,0.5997
50.1,0.48,0.0,75.0,0.5997
50.2,0.48,0.0,75.0,0.5997
50.3,0.48,0.0,75.0,0.5997
50.4,0.48,0.0,75.0,0.5997
50.5,0.48,0.0,75.0,0.5997
50.6,0.48,0.0,75.0,0.5997
50.7,0.48,0.0,75.0,0.5997
50.8,0.48,0.0,75.0,0.5997
50.9,0.48,0.0,75.0,0.5997
51.0,0.48,0.0,75.0,0.5997
51.1,0.48,0.0,75.0,0.5997
51.2,0.48,0.0,75.0,0.5997
51.3,0.48,0.0,75.0,0.5997
51.4,0.48,0.0,75.0,0.5997
51.5,0.48,0.0,75.0,0.5997
51.6,0.48,0.0,75.0,0.5997
51.7,0.48,0.0,75.0,0.5997
51.8,0.48,0.0,75.0,0.5997
51.9,0.48,0.0,75.0,0.5997
52.0,0.48,0.0,75.0,0.5997
52.1,0.48,0.0,75.0,0.5997
52.2,0.48,0.0,75.0,0.5997
52.3,0.48,0.0,75.0,0.5997
52.4,0.48,0.0,75.0,0.5997
52.5,0.48,0.0,75.0,0.5997
52.6,0.48,0.0,75.0,0.5997
52.7,0.48,0.0,75.0,0.5997
52.8,0.48,0.0,75.0,0.5997
52.9,0.48,0.0,75.0,0.5997
53.0,0.48,0.0,75.0,0.5997
53.1,0.48,0.0,75.0,0.5997
53.2,0.48,0.0,75.0,0.5997
53.3,0.48,0.0,75.0,0.5997
53.4,0.48,0.0,75.0,0.5997
53.5,0.48,0.0,75.0,0.5997
53.6,0.48,0.0,75.0,0.5997
53.7,0.48,0.0,75.0,0.5997
53.8,0.48,0.0,75.0,0.5997
53.9,0.48,0.0,75.0,0.5997
54.0,0.48,0.0,75.0,0.5997
54.1,0.48,0.0,75.0,0.5997
54.2,0.48,0.0,75.0,0.5997
54.3,0.48,0.0,75.0,0.5997
54.4,0.48,0.0,75.0,0.5997
54.5,0.48,0.0,75.0,0.5997
