,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.0035026269702276708,0.01126534072177839,0.0035026269702276708,0.0038838480026637985,58828622,5710,1074
relevant,0.0035026269702276708,0.01126534072177839,0.0035026269702276708,0.0038838480026637985,58828622,5710,1074
