,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.02195158622763494,0.03575716084531349,0.02195158622763494,0.021466167595390752,60544055,6651,1084
relevant,0.02195158622763494,0.03575716084531349,0.02195158622763494,0.021466167595390752,60544055,6651,1084
