,overall,relevant
1,0.5963366915253981,0.5963366915253981
2,0.673070802338394,0.673070802338394
3,0.7021598269829546,0.7021598269829546
4,0.7226770449105406,0.7226770449105406
5,0.7368518404262561,0.7368518404262561
6,0.7430162643127828,0.7430162643127828
7,0.7506865931732334,0.7506865931732334
8,0.753288480473338,0.753288480473338
9,0.7552418650341138,0.7552418650341138
10,0.7566105223670537,0.7566105223670537
