,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.07575462512171373,0.13850866717258886,0.07575462512171373,0.07673411081299585,151828515,20540,1457
relevant,0.07575462512171373,0.13850866717258886,0.07575462512171373,0.07673411081299585,151828515,20540,1457
