,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.0048899755501222485,0.02778939778229166,0.0048899755501222485,0.007043480241450718,129558306,2863,453
relevant,0.005076142131979695,0.019097822651122143,0.005076142131979695,0.006931125592627063,110782810,2364,452
irrelevant,0.004008016032064128,0.06896551724137931,0.004008016032064128,0.007575757575757575,18775496,499,1
