,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.003105590062111801,0.007194616977225672,0.003105590062111801,0.002748368780977477,90413524,1932,382
relevant,0.003669724770642202,0.008501529051987767,0.003669724770642202,0.0032476137522009087,77174098,1635,381
irrelevant,0.0,0.0,0.0,0.0,13239426,297,1
