,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.00661028266191854,0.05331579636678309,0.00661028266191854,0.007897684009950758,206542147,44930,1511
relevant,0.009850517439632042,0.03213698495098255,0.009850517439632042,0.010611217650584386,168435067,26090,1510
irrelevant,0.0021231422505307855,0.08264462809917356,0.0021231422505307855,0.004139929621196439,38107080,18840,1
