,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.010,0.066,0.010,0.012,210498303,49443,1519
relevant,0.016,0.049,0.016,0.017,170863303,27857,1518
irrelevant,0.003,0.089,0.003,0.006,39635000,21586,1
