,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.002,0.044,0.002,0.003,201863919,38566,1493
relevant,0.003,0.022,0.003,0.004,165748193,23069,1492
irrelevant,0.000,0.078,0.000,0.001,36115726,15497,1
