,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.026,0.090,0.026,0.030,212397466,54034,1520
relevant,0.039,0.064,0.039,0.037,171343332,29174,1519
irrelevant,0.011,0.121,0.011,0.021,41054134,24860,1
