,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.001,0.027,0.001,0.001,187103502,31690,1447
relevant,0.002,0.014,0.002,0.002,155215397,19098,1446
irrelevant,0.000,0.045,0.000,0.000,31888105,12592,1
