,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.026002146796461487,0.08997656265098397,0.026002146796461487,0.029675378126873174,212397466,54034,1520
relevant,0.03852745595393158,0.06374823499883832,0.03852745595393158,0.03734771709545202,171343332,29174,1519
irrelevant,0.011303298471440064,0.1207563386334336,0.011303298471440064,0.020671644535991466,41054134,24860,1
