,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.0013584147890027464,0.06514074810102828,0.0013584147890027464,0.0022027840686209793,194681118,33863,1462
relevant,0.001273822938611533,0.01043419058626389,0.001273822938611533,0.001714287180633398,160795845,20411,1461
irrelevant,0.0014867677668748143,0.14814814814814814,0.0014867677668748143,0.002943990579230146,33885273,13452,1
