,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.007,0.035,0.007,0.010,109182023,2390,420
relevant,0.007,0.024,0.007,0.009,93996032,1981,419
irrelevant,0.007,0.088,0.007,0.014,15185991,409,1
