,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.014730339748158709,0.05190692170249966,0.014730339748158709,0.015751673635553166,169695947,4209,516
relevant,0.017332549941245595,0.05686819219427915,0.017332549941245595,0.01790365074853343,143802058,3404,515
irrelevant,0.0037267080745341614,0.030927835051546393,0.0037267080745341614,0.006651884700665189,25893889,805,1
