,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.6061726113472556,0.6114408783954449,0.6061726113472556,0.5662402893537564,178969521,5411,550
relevant,0.5247301029374843,0.6635424734443025,0.5247301029374843,0.5549111370186223,149315333,3983,549
irrelevant,0.8333333333333334,0.46611829220524875,0.8333333333333334,0.5978397387591057,29654188,1428,1
