,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.012,0.041,0.012,0.010,250594142,66004,1680
relevant,0.019,0.018,0.019,0.015,189487711,36407,1679
irrelevant,0.003,0.069,0.003,0.005,61106431,29597,1
