ehr_name,hospital_name,relevance,accuracy,precision,recall,f1,num_records,support,group_count
EPIC,1,overall,0.098,0.134,0.098,0.091,10878500,5654,766
EPIC,1,relevant,0.183,0.165,0.183,0.147,3660933,2563,765
EPIC,1,irrelevant,0.028,0.108,0.028,0.044,7217567,3091,1
EPIC,8,overall,0.071,0.125,0.071,0.071,1724912,3915,518
EPIC,8,relevant,0.175,0.165,0.175,0.147,959695,1292,517
EPIC,8,irrelevant,0.020,0.105,0.020,0.033,765217,2623,1
EPIC,20,overall,0.068,0.333,0.068,0.079,8690721,6949,568
EPIC,20,relevant,0.201,0.119,0.201,0.127,1125010,1292,567
EPIC,20,irrelevant,0.037,0.382,0.037,0.068,7565711,5657,1
EPIC,23,overall,0.074,0.133,0.074,0.070,922698,2770,444
EPIC,23,relevant,0.172,0.143,0.172,0.133,451014,987,443
EPIC,23,irrelevant,0.020,0.128,0.020,0.035,471684,1783,1
EPIC,24,overall,0.095,0.160,0.095,0.090,6042537,6936,680
EPIC,24,relevant,0.208,0.195,0.208,0.173,3259760,2788,679
EPIC,24,irrelevant,0.019,0.137,0.019,0.034,2782777,4148,1
EPIC,27,overall,0.089,0.110,0.089,0.079,11775019,4613,774
EPIC,27,relevant,0.163,0.135,0.163,0.126,3771850,2147,773
EPIC,27,irrelevant,0.024,0.088,0.024,0.037,8003169,2466,1
HIX,4,overall,0.072,0.064,0.072,0.064,409531,1039,377
HIX,4,relevant,0.080,0.073,0.080,0.071,380066,799,376
HIX,4,irrelevant,0.046,0.037,0.046,0.041,29465,240,1
HIX,5,overall,0.097,0.100,0.097,0.089,2094919,5006,615
HIX,5,relevant,0.102,0.112,0.102,0.096,1892899,4031,614
HIX,5,irrelevant,0.074,0.049,0.074,0.059,202020,975,1
HIX,6,overall,0.117,0.127,0.117,0.112,1702704,3305,587
HIX,6,relevant,0.141,0.153,0.141,0.134,1517397,2556,586
HIX,6,irrelevant,0.036,0.038,0.036,0.037,185307,749,1
HIX,7,overall,0.118,0.128,0.118,0.112,6364250,5168,780
HIX,7,relevant,0.129,0.113,0.129,0.107,5912975,3312,779
HIX,7,irrelevant,0.099,0.154,0.099,0.121,451275,1856,1
HIX,9,overall,0.072,0.072,0.072,0.064,788390,2327,554
HIX,9,relevant,0.083,0.081,0.083,0.072,728157,1743,553
HIX,9,irrelevant,0.039,0.044,0.039,0.042,60233,584,1
HIX,12,overall,0.080,0.117,0.080,0.084,182295,852,355
HIX,12,relevant,0.090,0.137,0.090,0.097,175636,711,354
HIX,12,irrelevant,0.028,0.017,0.028,0.021,6659,141,1
HIX,14,overall,0.082,0.089,0.082,0.080,465622,1054,390
HIX,14,relevant,0.094,0.104,0.094,0.093,405189,870,389
HIX,14,irrelevant,0.022,0.015,0.022,0.018,60433,184,1
HIX,16,overall,0.088,0.097,0.088,0.085,965945,1463,423
HIX,16,relevant,0.089,0.096,0.089,0.082,918287,1053,422
HIX,16,irrelevant,0.085,0.101,0.085,0.093,47658,410,1
HIX,18,overall,0.123,0.124,0.123,0.117,1042536,1942,471
HIX,18,relevant,0.139,0.134,0.139,0.127,978344,1344,470
HIX,18,irrelevant,0.087,0.103,0.087,0.094,64192,598,1
HIX,21,overall,0.086,0.093,0.086,0.082,6432357,1190,432
HIX,21,relevant,0.095,0.093,0.095,0.084,5800386,831,431
HIX,21,irrelevant,0.064,0.094,0.064,0.076,631971,359,1
HIX,22,overall,0.162,0.222,0.162,0.168,601994,2678,372
HIX,22,relevant,0.175,0.247,0.175,0.184,529871,2356,371
HIX,22,irrelevant,0.062,0.039,0.062,0.048,72123,322,1
HIX,26,overall,0.159,0.206,0.159,0.150,556630,2108,499
HIX,26,relevant,0.197,0.260,0.197,0.184,500051,1541,498
HIX,26,irrelevant,0.056,0.060,0.056,0.058,56579,567,1
HIX,28,overall,0.126,0.155,0.126,0.124,419761,2195,551
HIX,28,relevant,0.141,0.166,0.141,0.132,331165,1512,550
HIX,28,irrelevant,0.092,0.131,0.092,0.108,88596,683,1
MV,0,overall,0.092,0.177,0.092,0.106,1053502,1211,325
MV,0,relevant,0.132,0.149,0.132,0.122,700209,517,324
MV,0,irrelevant,0.062,0.197,0.062,0.094,353293,694,1
MV,2,overall,0.090,0.151,0.090,0.093,51809121,1604,425
MV,2,relevant,0.184,0.143,0.184,0.143,42890495,522,424
MV,2,irrelevant,0.044,0.155,0.044,0.069,8918626,1082,1
MV,3,overall,0.079,0.150,0.079,0.088,675505,496,148
MV,3,relevant,0.139,0.159,0.139,0.134,653752,216,147
MV,3,irrelevant,0.032,0.143,0.032,0.052,21753,280,1
MV,10,overall,0.096,0.183,0.096,0.104,36072329,950,251
MV,10,relevant,0.197,0.213,0.197,0.180,30293491,356,250
MV,10,irrelevant,0.035,0.165,0.035,0.058,5778838,594,1
MV,11,overall,0.141,0.217,0.141,0.156,3581034,1264,389
MV,11,relevant,0.221,0.207,0.221,0.198,3032655,489,388
MV,11,irrelevant,0.090,0.223,0.090,0.129,548379,775,1
MV,13,overall,0.130,0.300,0.130,0.154,20072786,805,194
MV,13,relevant,0.246,0.217,0.246,0.217,16783459,256,193
MV,13,irrelevant,0.077,0.339,0.077,0.125,3289327,549,1
MV,15,overall,0.136,0.216,0.136,0.146,31895741,1018,285
MV,15,relevant,0.279,0.286,0.279,0.263,28929706,391,284
MV,15,irrelevant,0.046,0.173,0.046,0.073,2966035,627,1
MV,17,overall,0.093,0.238,0.093,0.110,32476908,1907,367
MV,17,relevant,0.210,0.187,0.210,0.178,26101190,485,366
MV,17,irrelevant,0.053,0.255,0.053,0.087,6375718,1422,1
MV,19,overall,0.085,0.173,0.085,0.094,10923808,2145,476
MV,19,relevant,0.180,0.142,0.180,0.141,4981494,611,475
MV,19,irrelevant,0.047,0.185,0.047,0.075,5942314,1534,1
MV,25,overall,0.139,0.259,0.139,0.137,1340015,892,254
MV,25,relevant,0.306,0.238,0.306,0.243,1044873,320,253
MV,25,irrelevant,0.045,0.271,0.045,0.078,295142,572,1
MV,29,overall,0.103,0.161,0.103,0.112,1839834,1380,514
MV,29,relevant,0.135,0.127,0.135,0.122,1497824,736,513
MV,29,irrelevant,0.067,0.200,0.067,0.100,342010,644,1
