,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.001,0.036,0.001,0.001,213608247,43338,1658
relevant,0.002,0.003,0.002,0.001,169688581,26744,1657
irrelevant,0.000,0.088,0.000,0.001,43919666,16594,1
