,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.809891667642048,0.7734701528233522,0.809891667642048,0.7804143741962354,254205443,76893,1680
relevant,0.6800175149392128,0.7462210059932664,0.6800175149392128,0.6964020387230471,190428791,38824,1679
irrelevant,0.9423415377341143,0.8012597158938622,0.9423415377341143,0.866092876715636,63776652,38069,1
