,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.002,0.044,0.002,0.002,232820413,52372,1676
relevant,0.003,0.006,0.003,0.003,180660293,31183,1675
irrelevant,0.001,0.101,0.001,0.001,52160120,21189,1
