,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.012502604709314441,0.0451072358916532,0.012502604709314441,0.013940657382992045,173858126,4799,542
relevant,0.015562114301046419,0.0537234238802306,0.015562114301046419,0.0169948357893638,146547650,3727,541
irrelevant,0.0018656716417910447,0.015151515151515152,0.0018656716417910447,0.0033222591362126247,27310476,1072,1
