,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.009,0.027,0.009,0.010,172438966,4511,539
relevant,0.011,0.024,0.011,0.012,145665553,3573,538
irrelevant,0.002,0.037,0.002,0.004,26773413,938,1
