,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.00249111623987984,0.09696171857691646,0.00249111623987984,0.0032272211127297025,178097263,27297,1410
relevant,0.004167805411314567,0.012633432692195776,0.004167805411314567,0.0050651236082390316,144633783,14636,1409
irrelevant,0.0005528789195166258,0.19444444444444445,0.0005528789195166258,0.0011026226667716782,33463480,12661,1
