,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.00606003219392103,0.06854318062577248,0.00606003219392103,0.006948167911757243,183498514,31683,1440
relevant,0.010681709073451753,0.024286630778670267,0.010681709073451753,0.011543381678158968,147639959,16664,1439
irrelevant,0.0009321526066981823,0.11764705882352941,0.0009321526066981823,0.001849649887699828,35858555,15019,1
