,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.002,0.097,0.002,0.003,178097263,27297,1410
relevant,0.004,0.013,0.004,0.005,144633783,14636,1409
irrelevant,0.001,0.194,0.001,0.001,33463480,12661,1
