,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.001550972501676727,0.05733422098565865,0.001550972501676727,0.002010456524309152,167392445,23856,1378
relevant,0.0027489789506754633,0.015458514562741138,0.0027489789506754633,0.0034533672061968492,136545726,12732,1377
irrelevant,0.00017979144192736425,0.10526315789473682,0.00017979144192736425,0.0003589697567979897,30846719,11124,1
