,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.012540809452246462,0.09997052906757112,0.012540809452246462,0.014826653823439355,188909896,38594,1454
relevant,0.02185196719609675,0.06692365859175627,0.02185196719609675,0.023317550952235,150455962,19266,1453
irrelevant,0.003259519867549669,0.13291139240506328,0.003259519867549669,0.006362993637006363,38453934,19328,1
