,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.002,0.115,0.002,0.003,174268153,25549,1396
relevant,0.002,0.013,0.002,0.002,141432507,13649,1395
irrelevant,0.002,0.233,0.002,0.003,32835646,11900,1
