ehr_name,hospital_name,relevance,accuracy,precision,recall,f1,num_records,support,group_count
EPIC,8,overall,0.873,0.860,0.873,0.862,1627494,4106,389
EPIC,8,relevant,0.590,0.676,0.590,0.613,838615,1006,388
EPIC,8,irrelevant,0.965,0.920,0.965,0.942,788879,3100,1
EPIC,20,overall,0.868,0.881,0.868,0.871,8652441,6886,448
EPIC,20,relevant,0.526,0.578,0.526,0.530,1069917,1050,447
EPIC,20,irrelevant,0.930,0.936,0.930,0.933,7582524,5836,1
EPIC,23,overall,0.816,0.771,0.816,0.782,861010,2529,356
EPIC,23,relevant,0.475,0.589,0.475,0.500,392009,750,355
EPIC,23,irrelevant,0.960,0.848,0.960,0.901,469001,1779,1
EPIC,24,overall,0.694,0.601,0.694,0.612,5757550,6787,548
EPIC,24,relevant,0.210,0.372,0.210,0.220,2982399,2428,547
EPIC,24,irrelevant,0.963,0.729,0.963,0.830,2775151,4359,1
HIX,4,overall,0.734,0.684,0.734,0.698,81752,372,152
HIX,4,relevant,0.682,0.703,0.682,0.684,64438,274,151
HIX,4,irrelevant,0.878,0.632,0.878,0.735,17314,98,1
HIX,5,overall,0.675,0.759,0.675,0.644,388585,3411,306
HIX,5,relevant,0.646,0.831,0.646,0.669,320965,2879,305
HIX,5,irrelevant,0.833,0.369,0.833,0.511,67620,532,1
HIX,6,overall,0.662,0.730,0.662,0.648,183164,1981,268
HIX,6,relevant,0.630,0.795,0.630,0.669,137867,1657,267
HIX,6,irrelevant,0.824,0.397,0.824,0.536,45297,324,1
HIX,9,overall,0.742,0.713,0.742,0.707,174645,1148,259
HIX,9,relevant,0.704,0.755,0.704,0.715,159695,919,258
HIX,9,irrelevant,0.895,0.544,0.895,0.677,14950,229,1
HIX,12,overall,0.682,0.660,0.682,0.642,109419,428,200
HIX,12,relevant,0.617,0.698,0.617,0.636,103419,337,199
HIX,12,irrelevant,0.923,0.519,0.923,0.664,6000,91,1
HIX,14,overall,0.626,0.620,0.626,0.583,89921,423,182
HIX,14,relevant,0.573,0.666,0.573,0.594,48380,361,181
HIX,14,irrelevant,0.935,0.356,0.935,0.516,41541,62,1
HIX,16,overall,0.679,0.650,0.679,0.641,535247,1007,255
HIX,16,relevant,0.587,0.675,0.587,0.606,493576,653,254
HIX,16,irrelevant,0.850,0.604,0.850,0.707,41671,354,1
HIX,18,overall,0.635,0.645,0.635,0.602,173635,881,217
HIX,18,relevant,0.543,0.692,0.543,0.574,155050,587,216
HIX,18,irrelevant,0.816,0.553,0.816,0.659,18585,294,1
HIX,21,overall,0.671,0.632,0.671,0.634,710500,700,242
HIX,21,relevant,0.553,0.605,0.553,0.557,581929,434,241
HIX,21,irrelevant,0.865,0.676,0.865,0.759,128571,266,1
HIX,22,overall,0.528,0.842,0.528,0.486,187362,2044,162
HIX,22,relevant,0.507,0.909,0.507,0.510,131152,1866,161
HIX,22,irrelevant,0.753,0.145,0.753,0.243,56210,178,1
HIX,26,overall,0.597,0.556,0.597,0.530,444056,1580,315
HIX,26,relevant,0.447,0.592,0.447,0.484,393726,1089,314
HIX,26,irrelevant,0.931,0.477,0.931,0.631,50330,491,1
HIX,28,overall,0.600,0.650,0.600,0.555,250599,1517,362
HIX,28,relevant,0.436,0.700,0.436,0.475,176095,941,361
HIX,28,irrelevant,0.868,0.568,0.868,0.687,74504,576,1
MV,0,overall,0.784,0.775,0.784,0.773,981641,1151,303
MV,0,relevant,0.635,0.652,0.635,0.628,649800,485,302
MV,0,irrelevant,0.892,0.865,0.892,0.878,331841,666,1
MV,2,overall,0.763,0.722,0.763,0.738,50242710,1530,374
MV,2,relevant,0.437,0.443,0.437,0.427,41339144,465,373
MV,2,irrelevant,0.906,0.844,0.906,0.874,8903566,1065,1
MV,3,overall,0.541,0.468,0.541,0.498,556500,468,129
MV,3,relevant,0.214,0.225,0.214,0.213,536875,192,128
MV,3,irrelevant,0.768,0.637,0.768,0.696,19625,276,1
MV,10,overall,0.689,0.577,0.689,0.624,33487956,895,208
MV,10,relevant,0.248,0.255,0.248,0.243,27737803,307,207
MV,10,irrelevant,0.920,0.745,0.920,0.823,5750153,588,1
MV,11,overall,0.721,0.705,0.721,0.706,3309216,1127,314
MV,11,relevant,0.483,0.521,0.483,0.483,2837681,389,313
MV,11,irrelevant,0.847,0.802,0.847,0.824,471535,738,1
MV,13,overall,0.668,0.643,0.668,0.647,17772244,763,183
MV,13,relevant,0.293,0.330,0.293,0.285,14487476,239,182
MV,13,irrelevant,0.840,0.786,0.840,0.812,3284768,524,1
MV,15,overall,0.686,0.624,0.686,0.645,31499188,987,265
MV,15,relevant,0.360,0.385,0.360,0.353,28534259,364,264
MV,15,irrelevant,0.876,0.764,0.876,0.816,2964929,623,1
MV,17,overall,0.792,0.766,0.792,0.776,30868507,1831,324
MV,17,relevant,0.411,0.400,0.411,0.393,24494248,426,323
MV,17,irrelevant,0.907,0.876,0.907,0.892,6374259,1405,1
MV,25,overall,0.666,0.577,0.666,0.614,1340015,892,254
MV,25,relevant,0.266,0.288,0.266,0.267,1044873,320,253
MV,25,irrelevant,0.890,0.739,0.890,0.807,295142,572,1
MV,29,overall,0.738,0.660,0.738,0.693,1583222,1277,469
MV,29,relevant,0.597,0.590,0.597,0.588,1316941,670,468
MV,29,irrelevant,0.895,0.738,0.895,0.809,266281,607,1
