,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.003,0.053,0.003,0.003,181143328,29421,1430
relevant,0.005,0.030,0.005,0.006,146103177,15704,1429
irrelevant,0.000,0.079,0.000,0.001,35040151,13717,1
