,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.004255529714483646,0.043824620064387934,0.004255529714483646,0.005543953330283815,164343816,20209,1475
relevant,0.004255529714483646,0.043824620064387934,0.004255529714483646,0.005543953330283815,164343816,20209,1475
