,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.7247328953480656,0.7362225657372086,0.7247328953480656,0.7018170201467507,172012612,30138,1520
relevant,0.7247328953480656,0.7362225657372086,0.7247328953480656,0.7018170201467507,172012612,30138,1520
