,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.059048268804366366,0.10982447489053054,0.059048268804366366,0.05855393603206051,171695173,29315,1520
relevant,0.059048268804366366,0.10982447489053054,0.059048268804366366,0.05855393603206051,171695173,29315,1520
