,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.006197753485381237,0.006074611400932665,0.006197753485381237,0.004672056773655609,253158900,73091,1680
relevant,0.012846690488344394,0.012591441832725581,0.012846690488344394,0.009684229528763601,189461267,35262,1679
irrelevant,0.0,0.0,0.0,0.0,63697633,37829,1
