,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.0008080808080808081,0.0025181911818501343,0.0008080808080808081,0.0007438171940169271,241081568,64350,1671
relevant,0.0018558835076198294,0.005783418485743822,0.0018558835076198294,0.0017082921030368414,180231620,28019,1670
irrelevant,0.0,0.0,0.0,0.0,60849948,36331,1
