,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.001,0.003,0.001,0.001,241081568,64350,1671
relevant,0.002,0.006,0.002,0.002,180231620,28019,1670
irrelevant,0.000,0.000,0.000,0.000,60849948,36331,1
