,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.001412741159330714,0.0025347929610563197,0.001412741159330714,0.0010539703442312585,247643953,67953,1677
relevant,0.003114456267843239,0.005588073776364525,0.003114456267843239,0.0023235286400709416,184373044,30824,1676
irrelevant,0.0,0.0,0.0,0.0,63270909,37129,1
