,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.001,0.001,0.001,0.001,236899699,62407,1665
relevant,0.002,0.003,0.002,0.002,176593551,26647,1664
irrelevant,0.000,0.000,0.000,0.000,60306148,35760,1
