,accuracy,precision,recall,f1,num_records,support,group_count
zoverall,0.0010274076088598798,0.0018277278653873934,0.0010274076088598798,0.0007610383600816801,245164039,66186,1674
relevant,0.002312846501819666,0.004114485782746506,0.002312846501819666,0.001713209921443695,182296045,29401,1673
irrelevant,0.0,0.0,0.0,0.0,62867994,36785,1
