,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.005905658966883456,0.06598743802854458,0.005905658966883456,0.007265342228437767,32684021,40131,1440
relevant,0.00889862719670885,0.03264345176797206,0.00889862719670885,0.009705398589651892,21887417,22363,1439
irrelevant,0.002138676271949572,0.10795454545454546,0.002138676271949572,0.0041942604856512146,10796604,17768,1
