,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.024,0.093,0.024,0.028,34260200,48748,1448
relevant,0.037,0.059,0.037,0.036,22347662,25228,1447
irrelevant,0.010,0.130,0.010,0.019,11912538,23520,1
