,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.02430868958726512,0.09302634945620564,0.02430868958726512,0.02794559366365371,34260200,48748,1448
relevant,0.03722054859679721,0.05853619913213451,0.03722054859679721,0.03594905196460957,22347662,25228,1447
irrelevant,0.010459183673469388,0.13002114164904863,0.010459183673469388,0.019360931843223673,11912538,23520,1
