,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.0016355140186915889,0.05270528108357739,0.0016355140186915889,0.002026058546612657,31192623,34240,1422
relevant,0.002552192333214231,0.018566871440970363,0.002552192333214231,0.002931040105285014,21520480,19591,1421
irrelevant,0.00040958427196395656,0.09836065573770492,0.00040958427196395656,0.0008157715839564922,9672143,14649,1
