,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.004187627464309993,0.050955139698565584,0.004187627464309993,0.0047570328296772085,31858651,36775,1433
relevant,0.006832178598922248,0.014481813727536085,0.006832178598922248,0.0072710546063176435,21683774,20784,1432
irrelevant,0.0007504221124382465,0.09836065573770492,0.0007504221124382465,0.0014894805436603984,10174877,15991,1
