,accuracy,precision,recall,f1,num_records,support,group_count
overall,0.002,0.043,0.002,0.002,30876122,31901,1406
relevant,0.003,0.009,0.003,0.003,21409344,18336,1405
irrelevant,0.000,0.088,0.000,0.001,9466778,13565,1
